structureid,annual_electricity_generation_k,first_year_bill_savings,system_size,payback_period,annual_ghg_reduction_kg,roof_size800k,system_cost
8 Furrow Lane Structure 1,5676,888,4.935652174,10,397,39,14800
16 Furrow Lane Structure 1,6125,959,5.326086957,9,429,42,14400
14 Furrow Lane Structure 1,6095,954,5.3,9,427,42,14300
38 Furrow Lane Structure 1,5582,874,4.853913043,10,391,41,14600
30 Furrow Lane Structure 1,6222,974,5.410434783,9,436,43,14600
32 Furrow Lane Structure 1,6107,956,5.310434783,9,427,42,14300
24 Furrow Lane Structure 1,5464,855,4.751304348,10,382,38,14300
9B Chauncey Ave Structure 1,6261,980,5.444347826,9,438,52,14700
10B Chauncey Ave Structure 1,4888,765,4.250434783,10,342,38,12800
211 Bering Ave Structure 1,3166,495,2.753043478,10,222,26,8300
1131 Islington Ave Structure 1,5673,888,4.933043478,10,397,38,14800
1123 Islington Ave Structure 1,5812,910,5.053913043,9,407,38,13600
1123 Islington Ave Structure 2,2153,337,1.872173913,10,151,16,5600
1125 Islington Ave Structure 2,1246,195,1.083478261,10,87,10,3300
1134 Islington Ave Structure 1,3498,547,3.04173913,10,245,26,9100
1130B Islington Ave Structure 1,2543,398,2.211304348,10,178,20,6600
1128A Islington Ave Structure 1,3037,475,2.640869565,10,213,23,7900
1124A Islington Ave Structure 1,1287,201,1.119130435,10,90,10,3400
1124B Islington Ave Structure 1,3043,476,2.646086957,10,213,24,7900
1109 Islington Ave Structure 1,3802,595,3.306086957,10,266,28,9900
1115 Islington Ave Structure 1,2672,418,2.323478261,10,187,19,7000
82 Eagle Rd Structure 1,5037,788,4.38,10,353,41,13100
51 Cardigan Rd Structure 1,5322,833,4.627826087,10,373,44,13900
9 Adelpha Dr Structure 1,1631,255,1.41826087,10,114,15,4300
7 Adelpha Dr Structure 1,4764,746,4.142608696,10,333,40,12400
87 Eagle Rd Structure 1,4548,712,3.954782609,10,318,37,11900
81 Eagle Rd Structure 1,5763,902,5.011304348,9,403,46,13500
65 Lothian Ave Structure 1,2745,430,2.386956522,10,192,22,7200
65 Lothian Ave Structure 2,1401,219,1.21826087,10,98,10,3700
63 Lothian Ave Structure 1,2043,320,1.776521739,10,143,17,5300
25 Springbrook Gdns Structure 2,1727,270,1.50173913,10,121,15,4500
66 Eagle Rd Structure 1,6067,949,5.275652174,9,425,49,14200
65 Eagle Rd Structure 1,4219,660,3.668695652,10,295,35,11000
2 Adelpha Dr Structure 1,3087,483,2.684347826,10,216,27,8100
76 Eagle Rd Structure 1,3185,498,2.769565217,10,223,27,8300
14 Adelpha Dr Structure 1,4511,706,3.922608696,10,316,33,11800
46 Meadow Crest Rd Structure 1,5674,888,4.9339130430000004,10,397,44,14800
40 Meadow Crest Rd Structure 1,6239,976,5.425217391,9,437,45,14600
14 Spring Garden Rd Structure 1,1363,213,1.185217391,10,95,12,3600
56 Springbrook Gdns Structure 1,3848,602,3.346086957,10,269,33,10000
3 Spring Garden Rd Structure 1,2516,394,2.187826087,10,176,22,6600
93 Van Dusen Blvd Structure 1,6276,982,5.457391304,9,439,48,14700
103 Van Dusen Blvd Structure 1,4866,762,4.231304348,10,341,40,12700
105 Van Dusen Blvd Structure 1,6272,982,5.453913043,9,439,46,14700
63 Eagle Rd Structure 1,3723,583,3.237391304,10,261,31,9700
30 Springbrook Gdns Structure 1,5877,920,5.110434783,9,411,51,13800
57 Lothian Ave Structure 1,1430,224,1.243478261,10,100,12,3700
55 Lothian Ave Structure 1,1606,251,1.396521739,10,112,14,4200
115 Van Dusen Blvd Structure 1,4023,630,3.49826087,10,282,27,10500
109 Van Dusen Blvd Structure 1,4237,663,3.684347826,10,297,29,11100
107 Van Dusen Blvd Structure 1,4293,672,3.733043478,10,301,29,11200
111 Van Dusen Blvd Structure 1,4136,647,3.596521739,10,290,29,10800
110 Van Dusen Blvd Structure 1,4898,767,4.259130435,10,343,41,12800
49 Lothian Ave Structure 1,4608,721,4.006956522,10,323,35,12000
116 Van Dusen Blvd Structure 1,3190,499,2.773913043,10,223,27,8300
44 Lothian Ave Structure 1,5604,877,4.873043478,10,392,44,14600
45 Monkton Ave Structure 1,5224,818,4.542608696,10,366,39,13600
45 Monkton Ave Structure 2,2308,361,2.006956522,10,162,19,6000
47 Monkton Ave Structure 1,4789,749,4.164347826,10,335,33,12500
43 Monkton Ave Structure 1,5905,924,5.134782609,9,413,44,13900
51 Monkton Ave Structure 1,3448,540,2.99826087,10,241,30,9000
150 Van Dusen Blvd Structure 1,3900,610,3.391304348,10,273,29,10200
146 Van Dusen Blvd Structure 1,4732,741,4.114782609,10,331,40,12300
151 Van Dusen Blvd Structure 1,5132,803,4.462608696,10,359,42,13400
157 Van Dusen Blvd Structure 1,4883,764,4.246086957,10,342,42,12700
6 Springbrook Gdns Structure 2,1781,279,1.548695652,10,125,15,4600
12 Springbrook Gdns Structure 2,1383,216,1.202608696,10,97,11,3600
56 Lothian Ave Structure 1,4662,730,4.053913043,10,326,35,12200
11 Springbrook Gdns Structure 1,4967,777,4.319130435,10,348,43,13000
60 Lothian Ave Structure 1,5818,911,5.059130435,9,407,43,13700
60 Lothian Ave Structure 2,1584,248,1.377391304,10,111,14,4100
60 Monkton Ave Structure 1,5426,849,4.71826087,10,380,37,14200
1149 Islington Ave Structure 1,3082,482,2.68,10,216,24,8000
1149 Islington Ave Structure 2,1816,284,1.579130435,10,127,14,4700
1151 Islington Ave Structure 1,5395,844,4.691304348,10,378,42,14100
1151 Islington Ave Structure 2,1468,230,1.276521739,10,103,11,3800
3 Springbrook Gdns Structure 1,4192,656,3.645217391,10,293,32,10900
58 Monkton Ave Structure 1,3416,535,2.970434783,10,239,26,8900
1153 Islington Ave Structure 1,4341,679,3.774782609,10,304,34,11300
4 Springbrook Gdns Structure 2,1667,261,1.449565217,10,117,14,4300
1161 Islington Ave Structure 1,1191,186,1.035652174,10,83,10,3100
1161 Islington Ave Structure 2,2134,334,1.855652174,10,149,16,5600
2 Springbrook Gdns Structure 1,3519,551,3.06,10,246,26,9200
2 Springbrook Gdns Structure 2,3033,475,2.637391304,10,212,25,7900
1 Springbrook Gdns Structure 1,3987,624,3.466956522,10,279,26,10400
1 Springbrook Gdns Structure 2,1865,292,1.62173913,10,131,16,4900
1150 Islington Ave Structure 1,6000,939,5.217391304,9,420,48,14100
1150 Islington Ave Structure 2,2100,329,1.826086957,10,147,15,5500
1152 Islington Ave Structure 1,5843,914,5.080869565,9,409,42,13700
1154 Islington Ave Structure 1,4398,688,3.824347826,10,308,33,11500
2 Graystone Gdns Structure 2,1428,223,1.24173913,10,100,11,3700
2A Graystone Gdns Structure 1,5839,914,5.077391304,9,409,40,13700
9 Graystone Gdns Structure 2,3534,553,3.073043478,10,247,28,9200
4 Graystone Gdns Structure 1,4679,732,4.068695652,10,328,39,12200
4 Graystone Gdns Structure 2,1972,309,1.714782609,10,138,15,5100
1168 Islington Ave Structure 1,3778,591,3.285217391,10,264,32,9900
169 Van Dusen Blvd Structure 2,2279,357,1.98173913,10,160,18,5900
164 Van Dusen Blvd Structure 1,2648,414,2.302608696,10,185,22,6900
162 Van Dusen Blvd Structure 1,1754,275,1.525217391,10,123,15,4600
1176 Islington Ave Structure 1,2379,372,2.068695652,10,167,21,6200
1173 Islington Ave Structure 1,5791,906,5.035652174,9,405,40,13600
1173 Islington Ave Structure 2,1829,286,1.590434783,10,128,13,4800
1171 Islington Ave Structure 1,5646,884,4.909565217,10,395,41,14700
1165 Islington Ave Structure 1,5493,860,4.776521739,10,385,39,14300
1165 Islington Ave Structure 2,1310,205,1.139130435,10,92,11,3400
1163 Islington Ave Structure 1,4557,713,3.962608696,10,319,38,11900
152 Van Dusen Blvd Structure 1,4685,733,4.073913043,10,328,41,12200
154 Van Dusen Blvd Structure 1,1171,183,1.01826087,10,82,10,3100
154 Van Dusen Blvd Structure 2,1964,307,1.707826087,10,137,15,5100
1177 Islington Ave Structure 1,4637,726,4.032173913,10,325,32,12100
1177 Islington Ave Structure 2,1761,276,1.531304348,10,123,12,4600
48 Monkton Ave Structure 1,4800,751,4.173913043,10,336,39,12500
44 Monkton Ave Structure 1,4843,758,4.211304348,10,339,34,12600
1179 Islington Ave Structure 1,4593,719,3.993913043,10,322,32,12000
1181 Islington Ave Structure 1,5139,804,4.468695652,10,360,36,13400
1182 Islington Ave Structure 1,5084,796,4.420869565,10,356,37,13300
1182 Islington Ave Structure 2,2030,318,1.765217391,10,142,16,5300
1186 Islington Ave Structure 1,5772,903,5.019130435,9,404,40,13600
1188 Islington Ave Structure 1,5720,895,4.973913043,10,400,40,14900
71 Clissold Rd Structure 1,5939,929,5.164347826,9,416,42,13900
69 Clissold Rd Structure 1,4276,669,3.71826087,10,299,32,11200
73 Clissold Rd Structure 1,5343,836,4.646086957,10,374,36,13900
166 Van Dusen Blvd Structure 1,1750,274,1.52173913,10,123,16,4600
166 Van Dusen Blvd Structure 2,1971,308,1.713913043,10,138,17,5100
79 Clissold Rd Structure 1,5433,850,4.724347826,10,380,46,14200
78 Clissold Rd Structure 1,5534,866,4.812173913,10,387,38,14400
72 Clissold Rd Structure 2,1212,190,1.053913043,10,85,9,3200
53 Green Lanes Structure 1,3637,569,3.162608696,10,255,31,9500
55 Green Lanes Structure 1,4387,687,3.814782609,10,307,34,11400
43 Green Lanes Structure 1,3371,528,2.931304348,10,236,29,8800
70 Clissold Rd Structure 1,3043,476,2.646086957,10,213,24,7900
68 Clissold Rd Structure 1,2072,324,1.80173913,10,145,17,5400
66 Clissold Rd Structure 1,3896,610,3.387826087,10,273,29,10200
64 Clissold Rd Structure 1,3209,502,2.790434783,10,225,27,8400
41 Green Lanes Structure 1,5186,812,4.509565217,10,363,43,13500
39 Green Lanes Structure 1,2694,422,2.342608696,10,189,23,7000
39 Green Lanes Structure 2,1939,303,1.686086957,10,136,15,5100
42 Green Lanes Structure 1,2267,355,1.971304348,10,159,18,5900
42 Green Lanes Structure 2,2010,315,1.747826087,10,141,15,5200
40 Green Lanes Structure 1,3515,550,3.056521739,10,246,29,9200
38 Green Lanes Structure 1,2142,335,1.862608696,10,150,18,5600
36 Green Lanes Structure 1,1249,195,1.086086957,10,87,11,3300
174 Meadowvale Dr Structure 1,3297,516,2.866956522,10,231,24,8600
22 Kenway Rd Structure 1,4206,658,3.657391304,10,294,36,11000
24 Kenway Rd Structure 1,3864,605,3.36,10,270,31,10100
26 Kenway Rd Structure 1,4349,681,3.78173913,10,304,36,11300
28 Kenway Rd Structure 1,4885,765,4.247826087,10,342,39,12700
173 Meadowvale Dr Structure 1,1897,297,1.649565217,10,133,14,4900
30 Kenway Rd Structure 1,5685,890,4.943478261,10,398,45,14800
35 Kenway Rd Structure 1,3016,472,2.622608696,10,211,24,7900
37 Kenway Rd Structure 1,1705,267,1.482608696,10,119,15,4400
50 Green Lanes Structure 1,2221,348,1.931304348,10,155,18,5800
50 Green Lanes Structure 2,1558,244,1.354782609,10,109,12,4100
48 Green Lanes Structure 1,2164,339,1.88173913,10,151,17,5600
44 Green Lanes Structure 1,3930,615,3.417391304,10,275,30,10300
46 Green Lanes Structure 1,3561,557,3.096521739,10,249,28,9300
52 Green Lanes Structure 1,3471,543,3.01826087,10,243,27,9100
54 Green Lanes Structure 1,3363,526,2.924347826,10,235,26,8800
198 Van Dusen Blvd Structure 1,4436,694,3.857391304,10,311,40,11600
38 Kenway Rd Structure 1,3594,562,3.125217391,10,252,28,9400
18 Carysfort Rd Structure 1,5104,799,4.43826087,10,357,38,13300
20 Carysfort Rd Structure 1,6097,954,5.30173913,9,427,44,14300
200 Van Dusen Blvd Structure 1,4637,726,4.032173913,10,325,35,12100
38 Graystone Gdns Structure 2,3286,514,2.857391304,10,230,24,8600
36 Graystone Gdns Structure 2,3591,562,3.122608696,10,251,28,9400
34 Graystone Gdns Structure 2,1968,308,1.711304348,10,138,16,5100
193 Van Dusen Blvd Structure 2,2419,379,2.103478261,10,169,17,6300
4 Willrod Rd Structure 1,5094,797,4.429565217,10,357,38,13300
6 Willrod Rd Structure 2,4019,629,3.494782609,10,281,28,10500
8 Willrod Rd Structure 1,5279,826,4.590434783,10,370,40,13800
8 Willrod Rd Structure 2,2870,449,2.495652174,10,201,22,7500
12 Willrod Rd Structure 1,6277,982,5.45826087,9,439,48,14700
12 Willrod Rd Structure 2,3029,474,2.633913043,10,212,22,7900
24 Graystone Gdns Structure 2,4947,774,4.30173913,10,346,35,12900
22 Graystone Gdns Structure 2,2247,352,1.953913043,10,157,17,5900
189 Van Dusen Blvd Structure 1,3785,592,3.291304348,10,265,34,9900
186 Van Dusen Blvd Structure 1,2724,426,2.368695652,10,191,24,7100
59 Green Lanes Structure 1,4803,752,4.176521739,10,336,41,12500
187 Van Dusen Blvd Structure 1,6284,983,5.464347826,9,440,54,14800
181 Van Dusen Blvd Structure 1,3573,559,3.106956522,10,250,31,9300
176 Van Dusen Blvd Structure 1,1876,294,1.631304348,10,131,17,4900
183 Van Dusen Blvd Structure 1,5265,824,4.57826087,10,369,45,13700
16 Graystone Gdns Structure 2,1774,278,1.542608696,10,124,14,4600
230 Bering Ave Structure 2,5088,796,4.424347826,10,356,40,13300
21 Graystone Gdns Structure 2,2537,397,2.206086957,10,178,19,6600
23 Graystone Gdns Structure 1,6094,954,5.299130435,9,427,40,14300
27 Graystone Gdns Structure 1,4689,734,4.077391304,10,328,33,12200
29 Graystone Gdns Structure 2,2464,386,2.142608696,10,172,19,6400
33 Graystone Gdns Structure 1,4919,770,4.277391304,10,344,34,12800
33 Graystone Gdns Structure 2,5744,899,4.994782609,10,402,43,15000
35 Graystone Gdns Structure 2,4820,754,4.191304348,10,337,38,12600
31 Graystone Gdns Structure 1,4996,782,4.344347826,10,350,36,13000
31 Graystone Gdns Structure 2,5358,839,4.659130435,10,375,40,14000
22 Lobo Mews Structure 1,6275,982,5.456521739,9,439,44,14700
248A Bering Ave Structure 1,4155,650,3.613043478,10,291,32,10800
250B Bering Ave Structure 1,4537,710,3.945217391,10,318,32,11800
233 Bering Ave Structure 2,1583,248,1.376521739,10,111,12,4100
231 Bering Ave Structure 2,1296,203,1.126956522,10,91,10,3400
229 Bering Ave Structure 2,2472,387,2.149565217,10,173,20,6400
16B Chauncey Ave Structure 1,4817,754,4.188695652,10,337,38,12600
282 Bering Ave Structure 2,2380,372,2.069565217,10,167,18,6200
280 Bering Ave Structure 2,3575,559,3.108695652,10,250,28,9300
65 Graystone Gdns Structure 2,3317,519,2.884347826,10,232,28,8700
63 Graystone Gdns Structure 2,3066,480,2.666086957,10,215,25,8000
59 Graystone Gdns Structure 2,2452,384,2.132173913,10,172,18,6400
69 Lobo Mews Structure 1,4907,768,4.266956522,10,343,34,12800
270B Bering Ave Structure 1,5733,897,4.985217391,10,401,39,15000
270A Bering Ave Structure 1,5808,909,5.050434783,9,407,40,13600
268A Bering Ave Structure 1,5964,933,5.186086957,9,417,41,14000
272A Bering Ave Structure 1,5835,913,5.073913043,9,408,40,13700
272B Bering Ave Structure 1,5726,896,4.979130435,10,401,39,14900
276B Bering Ave Structure 1,3976,622,3.457391304,10,278,28,10400
276A Bering Ave Structure 1,5828,912,5.067826087,9,408,40,13700
266A Bering Ave Structure 1,5925,927,5.152173913,9,415,41,13900
266B Bering Ave Structure 1,5899,923,5.129565217,9,413,40,13800
268B Bering Ave Structure 1,5910,925,5.139130435,9,414,41,13900
258A Bering Ave Structure 1,5850,916,5.086956522,9,410,40,13700
262A Bering Ave Structure 1,5958,932,5.180869565,9,417,41,14000
252B Bering Ave Structure 1,5753,900,5.002608696,9,403,40,13500
252A Bering Ave Structure 1,4847,759,4.214782609,10,339,34,12600
258B Bering Ave Structure 1,5750,900,5,10,403,40,15000
260B Bering Ave Structure 1,5861,917,5.096521739,9,410,40,13800
260A Bering Ave Structure 1,5903,924,5.133043478,9,413,40,13900
256A Bering Ave Structure 1,5927,928,5.153913043,9,415,41,13900
256B Bering Ave Structure 1,5870,919,5.104347826,9,411,40,13800
262B Bering Ave Structure 1,5114,800,4.446956522,10,358,35,13300
49 Lobo Mews Structure 1,5341,836,4.644347826,10,374,37,13900
31 Lobo Mews Structure 1,5963,933,5.185217391,9,417,42,14000
50 Lobo Mews Structure 1,5691,891,4.948695652,10,398,39,14800
26B Lobo Mews Structure 1,4518,707,3.928695652,10,316,32,11800
26A Lobo Mews Structure 1,5211,816,4.531304348,10,365,36,13600
30 Lobo Mews Structure 1,6132,960,5.332173913,9,429,42,14400
42 Lobo Mews Structure 1,6290,984,5.469565217,9,440,43,14800
28 Lobo Mews Structure 1,6122,958,5.323478261,9,429,42,14400
51 Graystone Gdns Structure 2,3107,486,2.70173913,10,217,23,8100
57 Graystone Gdns Structure 2,2417,378,2.10173913,10,169,18,6300
66 Lobo Mews Structure 1,6188,968,5.380869565,9,433,42,14500
76 Lobo Mews Structure 1,5270,825,4.582608696,10,369,36,13700
60 Lobo Mews Structure 1,6250,978,5.434782609,9,438,43,14700
56 Lobo Mews Structure 1,6288,984,5.467826087,9,440,43,14800
68 Lobo Mews Structure 1,6289,984,5.468695652,9,440,43,14800
43 Graystone Gdns Structure 2,3623,567,3.150434783,10,254,30,9500
41 Graystone Gdns Structure 2,3043,476,2.646086957,10,213,24,7900
69 Graystone Gdns Structure 2,4034,631,3.507826087,10,282,29,10500
67 Graystone Gdns Structure 2,3927,615,3.414782609,10,275,29,10200
54 Graystone Gdns Structure 2,5730,897,4.982608696,10,401,41,14900
56 Graystone Gdns Structure 2,4618,723,4.015652174,10,323,32,12000
219 Van Dusen Blvd Structure 1,4152,650,3.610434783,10,291,37,10800
218 Van Dusen Blvd Structure 1,3767,590,3.275652174,10,264,34,9800
216 Van Dusen Blvd Structure 1,3124,489,2.716521739,10,219,28,8100
222 Van Dusen Blvd Structure 1,2524,395,2.194782609,10,177,22,6600
224 Van Dusen Blvd Structure 1,4509,706,3.920869565,10,316,36,11800
35 Fieldway Rd Structure 1,5557,870,4.832173913,10,389,41,14500
226 Van Dusen Blvd Structure 1,5089,796,4.425217391,10,356,44,13300
225 Van Dusen Blvd Structure 1,3066,480,2.666086957,10,215,23,8000
94 Judge Rd Structure 1,2467,386,2.145217391,10,173,21,6400
381 Bering Ave Structure 1,1736,272,1.509565217,10,122,12,4500
378 Bering Ave Structure 1,5368,840,4.667826087,10,376,40,14000
92 Judge Rd Structure 1,5935,929,5.160869565,9,415,42,13900
90 Judge Rd Structure 2,5119,801,4.451304348,10,358,43,13400
345 Munster Ave Structure 2,6006,736,5.222608696,11,420,42,14100
345 Munster Ave Structure 3,2217,272,1.927826087,12,155,16,5800
343 Munster Ave Structure 2,5443,667,4.733043478,12,381,36,14200
91 Judge Rd Structure 1,1437,176,1.249565217,12,101,10,3700
61 Fieldway Rd Structure 1,2279,279,1.98173913,12,160,19,5900
58 Fieldway Rd Structure 3,1357,212,1.18,10,95,10,3500
25 Fieldway Rd Structure 1,3866,605,3.36173913,10,271,33,10100
10 Allerton Rd Structure 1,3919,613,3.407826087,10,274,30,10200
9 Carysfort Rd Structure 1,4608,721,4.006956522,10,323,36,12000
19 Fieldway Rd Structure 2,2794,437,2.429565217,10,196,22,7300
15 Kenway Rd Structure 1,1563,245,1.359130435,10,109,13,4100
20 Green Lanes Structure 1,4580,717,3.982608696,10,321,35,11900
18 Green Lanes Structure 1,4225,661,3.673913043,10,296,32,11000
19 Green Lanes Structure 1,5013,785,4.359130435,10,351,38,13100
16 Green Lanes Structure 1,5243,821,4.559130435,10,367,39,13700
14 Green Lanes Structure 1,5632,881,4.897391304,10,394,40,14700
12 Green Lanes Structure 1,5513,863,4.793913043,10,386,41,14400
9 Green Lanes Structure 1,5707,893,4.962608696,10,399,45,14900
15 Green Lanes Structure 1,5979,936,5.199130435,9,419,42,14000
17 Green Lanes Structure 1,5229,818,4.546956522,10,366,37,13600
26 Clissold Rd Structure 2,1559,244,1.355652174,10,109,14,4100
22 Clissold Rd Structure 2,2217,347,1.927826087,10,155,17,5800
20 Clissold Rd Structure 1,5484,858,4.768695652,10,384,43,14300
24 Clissold Rd Structure 1,5623,880,4.889565217,10,394,42,14700
28 Clissold Rd Structure 1,6063,949,5.272173913,9,424,42,14200
30 Clissold Rd Structure 1,5902,924,5.132173913,9,413,43,13900
23 Green Lanes Structure 1,5500,861,4.782608696,10,385,40,14300
23 Green Lanes Structure 2,1283,201,1.115652174,10,90,10,3300
32 Clissold Rd Structure 1,5957,932,5.18,9,417,42,14000
34 Clissold Rd Structure 1,4972,778,4.323478261,10,348,36,13000
25 Green Lanes Structure 1,4545,711,3.952173913,10,318,34,11900
25 Green Lanes Structure 2,2589,405,2.251304348,10,181,20,6800
27 Green Lanes Structure 1,5590,875,4.860869565,10,391,40,14600
27 Green Lanes Structure 2,1161,182,1.009565217,10,81,9,3000
29 Green Lanes Structure 1,5104,799,4.43826087,10,357,36,13300
26 Green Lanes Structure 1,5014,785,4.36,10,351,37,13100
24 Green Lanes Structure 1,5805,908,5.047826087,9,406,42,13600
24 Green Lanes Structure 2,1245,195,1.082608696,10,87,10,3200
22 Green Lanes Structure 1,5802,908,5.045217391,9,406,41,13600
17 Kenway Rd Structure 1,2480,388,2.156521739,10,174,21,6500
